case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
HEALTH-004,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-04; tests/engine/fixtures.test.ts::NUM fixtures... > wall-service (service),vitest 5 / Node,"computeServiceUnitCost() has no ceil/whole-gallon rounding call anywhere (confirmed by reading src/engine/serviceHealth.ts, which documents this explicitly in a comment); the wall-service fixture's paintPerUnit .264000 for a per-unit consumption of ~0.0063 gal (well under 1 gal) is used as a fractional dollar amount, not rounded up to a $42 whole-gallon charge.",src/engine/serviceHealth.ts; tests/engine/serviceHealth.test.ts; tests/engine/fixtures.test.ts,
HEALTH-005,Price Book Health,P0,implemented,not_run,,,"computeServiceUnitCost()'s ""kind"" field is purely informational — the formula body uses areaPerUnit/applicationHoursPerUnit generically regardless of kind, so it produces the correct paint/unit .132 and labor/unit 1.60 for these trim inputs by hand-calculation — but no test ever calls it with kind:""trim"" or these values, and the live Price Book Health UI (ProApp.tsx, ""healthRows"") only ever builds ONE hardcoded kind:""wall"" row; there is no trim/door/ceiling service-definition feature in the shipped UI at all.",src/engine/serviceHealth.ts; src/components/tools/pro/ProApp.tsx (lines 326-344),"The Price Book Health UI is a single hardcoded demo row (catalog[0], currentSellingPrice always null), not a multi-service feature — this is a real product-feature gap beyond a test-coverage gap."
HEALTH-006,Price Book Health,P0,implemented,not_run,,,"Same generic computeServiceUnitCost() formula, hand-verified to produce paint/unit 11.088 and labor/unit 96 for this door service's inputs (kind:""door"", areaPerUnit=42, applicationHoursPerUnit=3) — but no test exercises kind:""door"" through this function, and (as with HEALTH-005) the shipped Price Book Health UI has no door-service row at all.",src/engine/serviceHealth.ts; src/components/tools/pro/ProApp.tsx,Same UI gap as HEALTH-005.
HEALTH-007,Price Book Health,P0,implemented,not_run,,,"computeServiceUnitCost() adds additionalLaborHoursPerUnit into laborHoursPerUnit before the single overheadRatio multiplication (src/engine/serviceHealth.ts line 44-48), so overhead is applied to the additional labor exactly once by construction — but every existing test (serviceHealth.test.ts, fixtures.test.ts) passes additionalHours=""0""; none exercises a nonzero value.",src/engine/serviceHealth.ts,
HEALTH-008,Price Book Health,P0,implemented,not_run,,,"directCostPerUnit includes directExpensePerUnit before the overheadPerUnit multiplication (src/engine/serviceHealth.ts line 46-47), so a $10 direct expense at 15% overhead does contribute $1.50 to overhead by construction — but every existing test passes expenses=""0""; none exercises a nonzero directExpensePerUnit.",src/engine/serviceHealth.ts,
HEALTH-009,Price Book Health,P0,implemented,not_run,,,"directExpensePerUnit is an explicit, independent parameter to computeServiceUnitCost with no code path anywhere reading a project-level travel/expense value (defaultTravelAmount is itself unused — see COST-014) into it, so a project-level $50 travel line cannot leak into a service's per-unit cost by construction — but no test explicitly demonstrates this non-contamination.",src/engine/serviceHealth.ts; src/domain/entities.ts,
HEALTH-010,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-01,vitest 5 / Node,"evaluateServiceHealth() with currentSellingPrice=null returns price.status=""unpriced"" and price.marginRatio=null, never a false below-target/alarming status, exactly as this case requires.",tests/engine/serviceHealth.test.ts; src/engine/serviceHealth.ts,
HEALTH-011,Price Book Health,P0,implemented,passed,tests/engine/fixtures.test.ts::NUM fixtures... > no-charge (price); src/engine/serviceHealth.ts::evaluateServiceHealth,vitest 5 / Node,"evaluateServiceHealth() is a direct passthrough to evaluatePrice({cost, price, targetMarginRatio}) with no service-specific branching (confirmed by reading serviceHealth.ts). evaluatePrice's price=0 path is exactly the no-charge fixture, which returns profit=-cost (a real loss amount), marginRatio=null, status=""zero_price"" — distinct from ""unpriced"".",src/engine/serviceHealth.ts; src/engine/pricing.ts; tests/engine/fixtures.test.ts,"No test feeds price=0 through evaluateServiceHealth by name, but since it is a verified pure passthrough with no additional logic, the shared evaluatePrice test coverage genuinely applies."
HEALTH-012,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-03,vitest 5 / Node,"evaluateServiceHealth() with a $0.50 price against a ~$0.7943 modeled cost returns status=""below_cost"" and a genuinely negative marginRatio (row.price.marginRatio.isNegative() === true), confirming below_cost takes precedence and margin is never clamped to zero.",tests/engine/serviceHealth.test.ts,"Prior CSV cited ""serviceHealth.test.ts::HEALTH-03"" for catalogue HEALTH-003 (a different case) — coincidentally the label HEALTH-03 actually belongs here, at HEALTH-012, once matched by content rather than by number."
HEALTH-013,Price Book Health,P0,implemented,passed,tests/engine/serviceHealth.test.ts::HEALTH-02 (V11),vitest 5 / Node,"evaluateServiceHealth() called with unitCost=null (representing a missing required assumption, e.g. deleted variant/missing coverage) returns {unitCost: null, price: null} — an incomplete row, never a fabricated zero/cheap modeled cost.",tests/engine/serviceHealth.test.ts; src/engine/serviceHealth.ts,"Prior CSV cited ""serviceHealth.test.ts::HEALTH-02"" for catalogue HEALTH-002 (a different case); the label actually belongs here, at HEALTH-013."
HEALTH-014,Price Book Health,P0,implemented,not_run,,,"evaluateServiceHealth/evaluatePrice are pure functions of (cost, price, targetMarginRatio) with no caching, so re-evaluating the same unitCost at a different targetMarginRatio while holding cost/price fixed is supported by construction — but no test actually calls evaluateServiceHealth twice with target=.35 then target=.60 on the same unitCost/price to confirm the status transition to below_target.",src/engine/serviceHealth.ts; src/engine/pricing.ts,
HEALTH-015,Price Book Health,P0,partial,not_run,,,"No test re-runs computeServiceUnitCost with pricePerGal changed from 42 to 49 to confirm the service's consumption cost increases and margin decreases. The ""issued project unchanged despite a live catalog price change"" half of this case IS strongly evidenced for PROJECT surfaces (not services) by tests/integration/draftIssuedIsolation.test.ts, which changes a live variant from $42 to $49 mid-sequence and proves an issued revision's activeRateSnapshot and totals never drift — but that test exercises project/surface pricing, not the Price Book Health service-unit model specifically.",src/engine/serviceHealth.ts; tests/integration/draftIssuedIsolation.test.ts,"Also: the live Price Book Health UI (ProApp.tsx) has no per-service snapshot/freeze concept at all since it recomputes from the live catalog on every render (see HEALTH-005 note) — ""issued project"" freezing is a project-level concept, not a Price-Book-Health-row concept, so this case may not map cleanly onto the shipped feature."
HEALTH-016,Price Book Health,P0,missing,not_run,,,"The Price Book Health tab (ProApp.tsx lines 636-651) renders only two fields per row — ""Modeled cost/unit"" and ""Status"" — inside a plain non-interactive div. There is no click-to-expand control and no display anywhere of product/color, coverage, coats, waste, geometry, labor, overhead, or allocation detail.",src/components/tools/pro/ProApp.tsx (lines 636-651),"Confirmed missing by reading the full render block for the ""health"" tab — no expand/detail affordance exists in the JSX."
HEALTH-017,Price Book Health,P0,implemented,passed,src/components/PriceBookHealth.astro (marketing table); tests/engine/fixtures.test.ts::NUM fixtures... > wall-service (service); tests/engine/serviceHealth.test.ts::HEALTH-04,Source inspection + vitest 5 / Node,"The homepage's marketing table (PriceBookHealth.astro line 5) shows a static illustrative ""Walls … $1.80/ft² … 42.2% … Above target"" row, explicitly labeled ""Sample target margin"" and captioned ""Margin is estimated... Actual results depend on your inputs and job conditions."" The live engine's wall-service fixture computes a genuinely different margin (55.9%) at the same $1.80 price. The two numbers are confirmed to differ and neither was ""fixed"" to force a match; the marketing copy is honestly disclaimed as sample-only.",src/components/PriceBookHealth.astro; tests/engine/fixtures.test.ts; tests/engine/serviceHealth.test.ts,"The homepage copy also states ""The planned Price Book Health view..."" (future tense), which is consistent with the finding (HEALTH-005/006/016) that the in-app feature is currently a minimal single-row stub, not a discrepancy to fix."
DOC-001,Pro customer output,P0,implemented,passed,tests/domain/lifecycle.test.ts::DOC-P01: customer document allow-list > never exposes internal cost/margin fields even if present on the source revision,vitest 5 / Node,"buildCustomerDocument() called on a revision carrying rawCalculatedOutputs (estimatedJobCost/estimatedMargin/overheadAmount) produces a document that assertOnlyAllowedFields() accepts, and JSON.stringify(doc) contains neither ""2185.00"" nor ""estimatedMargin"" — internal cost/margin/rate fields never reach the output.",src/domain/customerDocument.ts; tests/domain/lifecycle.test.ts,
DOC-002,Pro customer output,P0,implemented,passed,tests/domain/lifecycle.test.ts::DOC-P01: customer document allow-list > a hand-assembled object with a leaked private field is caught by the allow-list guard,vitest 5 / Node,"buildCustomerDocument() is a fixed ALLOW-LIST projection (src/domain/customerDocument.ts) — a new field added to EstimateRevision is absent from the output by construction, not because it is on a block-list. assertOnlyAllowedFields() additionally throws on a hand-assembled object carrying an unlisted field (""estimatedMargin""), proving the guard catches a future leak even if buildCustomerDocument itself were bypassed.",src/domain/customerDocument.ts; tests/domain/lifecycle.test.ts,
DOC-003,Pro customer output,P0,implemented,not_run,,,"CustomerDocumentSnapshot (src/domain/entities.ts lines 151-165) has a single proposedPrice: string field and scopeLines: string[] carrying only descriptive room/surface text — there is no per-line price field anywhere in the type, so a distributed/invented per-description price is structurally impossible. No test builds a multi-room document at price 1000 and asserts the single total, though.",src/domain/entities.ts; src/domain/customerDocument.ts,"Prior test-execution-results.csv cited ""tests/engine/document.test.ts::DOC-03"" for this case — that test is actually about the FREE document tool's per-line rounding (a different feature/file entirely, unrelated to the Pro customer-document scope/price this case describes). That prior ""passed"" claim was false."
DOC-004,Pro customer output,P0,missing,not_run,,,"Grepped ProApp.tsx and the whole src/ tree for ""PRICE PENDING""/""PENDING"": no matches. The customer-document preview block in ProApp.tsx (line 618) only renders when draftEdit.customerDocumentSnapshot is non-null, which is only ever set on ISSUE (src/domain/entities.ts, customerDocumentSnapshot: set on issue) — an unpriced/incomplete DRAFT has no customer-facing print preview at all, ""DRAFT""/""PRICE PENDING"" or otherwise.",src/components/tools/pro/ProApp.tsx (line 618); src/domain/entities.ts,"Prior CSV cited ""tests/domain/lifecycle.test.ts::DOC-P01"" for this case — DOC-P01 tests the allow-list (matches DOC-001/DOC-002), not a draft print-preview state. That prior ""passed"" claim was false, and independent investigation shows the underlying feature (a draft print preview showing DRAFT/PRICE PENDING) does not appear to exist in the shipped UI at all."
DOC-005,Pro customer output,P0,partial,not_run,,,"checkIssueGate() (src/domain/project.ts line 63) requires explicit zeroPriceConfirmed before a $0 estimate can be issued, so a confirmed no-charge document is a real, deliberate proposedPrice=""0"", not a placeholder — satisfying ""not price pending"". However the rendered customer document (ProApp.tsx line 641) prints the raw value as plain `$${proposedPrice}` with no special ""No charge""/""$0 — no charge"" label; a statusBadge with a ""No-charge (zero price)"" string exists in src/components/tools/shared.ts but is only used on internal Pro-facing status displays, not on the customer document itself.",src/domain/project.ts; src/components/tools/pro/ProApp.tsx (line 641); src/components/tools/shared.ts,"Prior CSV cited ""tests/domain/lifecycle.test.ts (allow-list guard on hand-assembled leaked object)"" for this case — that is the same allow-list test used (mismatched) for DOC-004, unrelated to no-charge rendering. That prior ""passed"" claim was false."
DOC-006,Pro customer output,P0,implemented,not_run,,,"buildCustomerDocument() hardcodes taxNotice: ""Prices exclude taxes; taxes are not calculated by this tool."" and it is rendered directly on the customer document (ProApp.tsx line 642). No sales-tax computation is applied anywhere in the Pro pricing pipeline (the tax-ratio-aware computeDocumentTotals() function is only used by the separate FREE document tool). No automated test asserts this literal string is present on the rendered output.",src/domain/customerDocument.ts (line 33); src/components/tools/pro/ProApp.tsx (line 642),
DOC-007,Pro customer output,P0,partial,not_run,,,"Missing businessInfo.name/contact/address and customerInfo fields are each guarded with truthy conditional rendering in ProApp.tsx (lines 623-625, 631-634), so a missing field is simply omitted (customerInfo falls back to the literal ""—"") rather than printing ""undefined""/""null"". However businessInfo.logo (src/domain/entities.ts line 154) is never rendered anywhere in the app at all — there is no logo display code path to check for brokenness.",src/components/tools/pro/ProApp.tsx (lines 623-634); src/domain/entities.ts (line 154),"Since logo is never rendered, ""no broken icon for a missing logo"" is true only because the logo feature itself does not exist yet (see DOC-010)."
DOC-008,Pro customer output,P0,partial,not_run,,,"Grepped the whole src/ tree for ""page-break"" and ""@media print"": no matches — the only print-specific CSS is Tailwind's print:hidden utility (used to hide internal chrome), with no explicit pagination/page-break-avoid rules for long scope lists. Whether a long multi-room scopeLines list clips or overlaps across printed pages cannot be confirmed from source alone; it depends on default browser print layout of a plain <ul>/<li> list, which was not visually verified in this session.",src/components/tools/pro/ProApp.tsx,Requires a browser/print visual check to resolve either way; none was performed in this audit.
DOC-009,Pro customer output,P0,implemented,not_run,,,"Grepped the whole src/ tree for ""dangerouslySetInnerHTML"": no matches anywhere. The customer document renders customerInfo.name, notes, terms, and scopeLines via plain JSX text interpolation ({...}), which React escapes by default — a script/HTML-looking string in these fields would render as literal text, not execute, by construction of the framework. No test feeds an actual XSS payload through and asserts safe rendering.",src/components/tools/pro/ProApp.tsx (lines 623-644),
DOC-010,Pro customer output,P0,missing,not_run,,,"There is no logo upload UI, no file-size check, and no content/script-safety validation anywhere in src/ — businessInfo.logo is declared as an optional string field (src/domain/entities.ts line 154) but nothing in ProApp.tsx ever sets, imports, or renders it.",src/domain/entities.ts (line 154),"This is a genuinely unimplemented feature, not merely an untested one — there is no logo-import code path at all to validate."
DOC-011,Pro customer output,P0,partial,not_run,,,"No test bumps ENGINE_VERSION (currently a hardcoded '2.1.0' constant, src/domain/entities.ts line 244) and reprints an old issued snapshot to confirm it is not recalculated. Strong related evidence exists: tests/integration/draftIssuedIsolation.test.ts proves an issued revision's customerDocumentSnapshot, activeRateSnapshot, and totals stay byte-identical through subsequent rate refreshes, scope edits, and new-draft creation on the SAME project — a much larger perturbation than a mere engine-version bump, and the design (issueRevision freezes customerDocumentSnapshot; nothing ever recomputes it) gives no code path by which an engine upgrade could touch it either.",src/domain/entities.ts (line 244); src/domain/project.ts; tests/integration/draftIssuedIsolation.test.ts; tests/domain/lifecycle.test.ts (LIFE-D02),
DOC-012,Pro customer output,P0,implemented,not_run,,,"Every internal-only panel/button surrounding the customer-document block in ProApp.tsx (tab bar, save messages, warning banners, editing forms — lines 409-507 etc.) carries a print:hidden class, while the customer-document container itself (line 618 onward) does not — so only the intended printable content should remain visible when window.print() is invoked. Because the app is a single-active-tab SPA (only one tab's JSX is mounted at a time via {tab === X && (...)}), other tabs' content is not even in the DOM to leak through.",src/components/tools/pro/ProApp.tsx,Structural code-read only; no actual print/PDF output was visually inspected in this session.
