case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
ACCESS-011,Purchase and entitlement integration,P0,missing,blocked,,,"No payment/entitlement system exists yet to leak secrets FROM, so this requirement has no real feature to verify against today. As a forward-looking regression guard, tests/integration/backupRestoreStorage.test.ts already asserts the export JSON contains none of stripe/paymentintent/license_key/apikey/secret — but that only proves the CURRENT entity model has no such fields, not that a future real payment integration will keep it that way.",tests/integration/backupRestoreStorage.test.ts (forward-looking guard only) ; ACCESS_SPEC.md,"ACCESS_SPEC.md explicitly defers provider/policy selection (""select a provider and document its verified payment-to-license flow... before coding paid delivery""); IMPLEMENTATION_DECISIONS.md #7 confirms no provider was selected and no checkout/license/entitlement code exists anywhere in the repository (verified independently this audit: grep -ri ""stripe|checkout|entitlement"" src/ finds only a code comment in src/data/site.ts, no real integration). The existing secret-exclusion test is a useful regression guard to keep once a provider is added, but does not itself satisfy this case's intent (verifying an actual purchase-secret-free export), since no purchase secrets exist in the system yet."
ACCESS-012,Purchase and entitlement integration,P0,missing,blocked,,,No payment/signing secret keys exist anywhere in the codebase to ship in a production bundle (confirmed via source-wide grep for payment/entitlement terms) — but this was not verified by actually building the production bundle and inspecting dist/ output or source maps in this audit.,grep across src/ for payment/entitlement terms (no matches) ; ACCESS_SPEC.md,"ACCESS_SPEC.md explicitly defers provider/policy selection (""select a provider and document its verified payment-to-license flow... before coding paid delivery""); IMPLEMENTATION_DECISIONS.md #7 confirms no provider was selected and no checkout/license/entitlement code exists anywhere in the repository (verified independently this audit: grep -ri ""stripe|checkout|entitlement"" src/ finds only a code comment in src/data/site.ts, no real integration). Source-level absence was checked; the actual built dist/ bundle and source maps were not inspected in this audit."
BACK-001,"Backup, restore and conflict handling",P0,implemented,passed,"tests/integration/backupRestoreStorage.test.ts::""Restore into an empty store, through real IndexedDB transactions"" > ""a validated backup restored into a fresh (empty) store preserves the complete business graph""","vitest 5 / Node, emulator-backed (fake-indexeddb, real IndexedDB transaction semantics)","Exports an issued revision + its embedded rate snapshot + an actual review via exportBackup(), validates it, writes it into a freshly-deleted (empty) IndexedDB database via the SAME production functions the Pro app uses (writeAll/openAppDb through proStore.ts), then reads it back and asserts the issued state, actual review, and frozen customerDocumentSnapshot price all survive. This directly replaces the prior session's incorrect BACK-001 mapping to a schema-validation-only test.",tests/integration/backupRestoreStorage.test.ts ; src/domain/backup.ts ; src/storage/db.ts,"This is now a genuine round-trip test through real storage, using the same writeAll/saveProjects code path ProApp.tsx's handleExport does — corrects the previously-flagged false mapping."
BACK-002,"Backup, restore and conflict handling",P0,implemented,passed,"tests/integration/backupRestoreStorage.test.ts::""Backup export completeness and secret exclusion"" > ""exported data contains no payment/entitlement fields — there are none in the entity model to begin with""",vitest 5 / Node,"Serializes a full export envelope (including an issued revision and actual review) to JSON and asserts it contains none of: stripe, paymentintent, license_key, licensekey, entitlementtoken, apikey, api_key, secret. This directly replaces the prior session's incorrect BACK-002 mapping to an oversized-file-rejection test.",tests/integration/backupRestoreStorage.test.ts,Corrects the previously-flagged false mapping; genuinely checks secret exclusion rather than file-size rejection.
BACK-003,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D09"" > ""D09 repeated identical restore -> zero duplicates on a second run"" ; tests/integration/backupRestoreStorage.test.ts > ""restoring the identical backup a second time does not duplicate records""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"planRestoreMerge run twice against the same identical incoming project produces toAdd.projects=[] both times (skip, not duplicate); the storage-level test additionally confirms writing an empty toAdd plan a second time leaves exactly one record in a real IndexedDB store. Separately, because the ""projects"" object store is keyed by id, ProApp.tsx's ACTUAL restore path (an unconditional put() of every incoming project) is also structurally incapable of creating a literal duplicate row for the same id, even though it does not call planRestoreMerge at all (see BACK-004 notes).",tests/domain/backup.test.ts ; tests/integration/backupRestoreStorage.test.ts ; src/storage/db.ts (put-by-keyPath),"True for two different reasons: the tested planRestoreMerge skip logic, AND independently the IndexedDB keyPath/put mechanism the shipped UI actually uses."
BACK-004,"Backup, restore and conflict handling",P0,missing,failed,,,"Read src/components/tools/pro/ProApp.tsx lines 378-403 (handleImport) in full: it never imports or calls planRestoreMerge (only exportBackup and validateBackupEnvelope are imported from domain/backup — confirmed by grepping the import list). After schema validation, it unconditionally does setProjects(result.envelope.projects) and saveProjects(...) -> writeAll -> put() for every incoming project. If a LOCAL project was edited after the export and shares an id with an incoming project, put() silently overwrites the local edit with the old imported version — there is no conflict preview, no keep-local default, and no user choice presented anywhere in the UI.","src/components/tools/pro/ProApp.tsx:378-403 ; src/domain/backup.ts (planRestoreMerge, unused by the UI)","The pure planRestoreMerge function itself is correctly implemented and unit-tested (tests/domain/backup.test.ts::BACK-D09, default keepLocal), but it is dead code from the shipped product's point of view — the actual Restore-from-backup control in the Pro app performs a blind overwrite instead. This is a genuine, confirmed integration-level defect, found via direct source reading, not by running an automated test."
BACK-005,"Backup, restore and conflict handling",P0,missing,blocked,,,"grep for ""replaceImported"" across src/ finds it declared ONLY as a TypeScript union-type literal in src/domain/backup.ts (ImportConflict.resolution) — zero implementing code, zero UI control, anywhere in the repository ever produces or applies that resolution.",src/domain/backup.ts:92 (type-only),This conflict-resolution choice is entirely unimplemented — declared in a type but never built.
BACK-006,"Backup, restore and conflict handling",P0,missing,blocked,,,"grep for ""keepBoth"" across src/ finds it declared ONLY as a TypeScript union-type literal in the same ImportConflict.resolution type — no function or UI implements a ""keep both, remap IDs"" commit path for a restore-merge conflict (this is distinct from planImportAsCopies, which remaps IDs for an ENTIRE import batch, not for a single resolved conflict).",src/domain/backup.ts:92 (type-only),Entirely unimplemented — declared in a type but never built.
BACK-007,"Backup, restore and conflict handling",P0,partial,not_run,,,"tests/domain/backup.test.ts::""BACK-D10"" > ""remaps project/revision IDs and the actual-review baseline reference together"" genuinely proves planImportAsCopies() gives fresh project/revision ids and correctly remaps the actual-review's baselineIssuedRevisionId to the new (copied) revision id. However, ProApp.tsx never imports planImportAsCopies, and the Backup tab exposes only a single generic file-input (handleImport) with no ""import as copies"" mode selector at all — this feature is unreachable in the shipped product.","tests/domain/backup.test.ts ; src/components/tools/pro/ProApp.tsx (backup tab, single-mode restore only)","The pure domain function is correctly implemented and unit-tested at the domain layer; there is no reachable ""import as copies"" UI/integration in the actual Pro app, so at the case's stated ""integration"" level this is not run."
BACK-008,"Backup, restore and conflict handling",P0,partial,not_run,,,"tests/domain/backup.test.ts::""BACK-D10"" > ""repeat import of the same export skips by provenance unless another copy is explicitly requested"" exactly matches this case's given/then at the pure-function level (skippedSourceIds populated on repeat, forced=true bypasses the skip). Same reachability gap as BACK-007: no ""import as copies"" UI exists to trigger this path in the shipped Pro app.",tests/domain/backup.test.ts,Domain-level match is exact; not reachable end-to-end in the product as shipped.
BACK-009,"Backup, restore and conflict handling",P0,missing,not_run,,,"No test (in this codebase or documented manual pass) locally edits an imported copy and then reimports the same source to prove the edit survives — the closest test (BACK-D10's provenance-skip) never modifies the local copy first. Additionally, the ""import as copies"" feature is unreachable in the shipped Pro UI at all (see BACK-007/008), so this scenario cannot currently be exercised end-to-end either way.",tests/domain/backup.test.ts (related but not this exact scenario) ; src/components/tools/pro/ProApp.tsx (feature unreachable),Neither a dedicated unit test nor a reachable product feature exists for this exact scenario.
BACK-010,"Backup, restore and conflict handling",P0,missing,blocked,,,"src/domain/backup.ts declares `ImportMode = 'restoreMerge' | 'importAsCopies' | 'replaceAll'` but grep for ""replaceAll"" across src/ shows it used ONLY in that type declaration — no function (planReplaceAll or similar) and no UI control implements a replace-all mode, so there is nothing to preview or cancel.",src/domain/backup.ts:87 (type-only),Entirely unimplemented feature.
BACK-011,"Backup, restore and conflict handling",P0,missing,blocked,,,"Same finding as BACK-010 — ""replaceAll"" has zero implementing logic anywhere in the codebase; there is no atomic full-replacement commit path, and therefore no backup-offered-before-replace safety net either.",src/domain/backup.ts:87 (type-only),Entirely unimplemented feature.
BACK-012,"Backup, restore and conflict handling",P0,implemented,passed,"tests/integration/backupRestoreStorage.test.ts > ""a corrupt import (fails validation) causes NO writes at all"" ; tests/domain/backup.test.ts::BACK-D11","vitest 5 / Node, emulator-backed (fake-indexeddb)","The storage-level test seeds one existing record, attempts an import with a schema-breaking duplicate-id payload, confirms validateBackupEnvelope rejects it, and confirms the store afterward has exactly the pre-existing record (no partial write). Separately, ProApp.tsx's handleImport wraps JSON.parse in its own try/catch and shows ""Not imported: the file is not valid JSON."" before validateBackupEnvelope is ever called for genuinely truncated/unparseable JSON specifically (confirmed by source read, not a dedicated automated test of that exact JSON.parse branch).",tests/integration/backupRestoreStorage.test.ts ; tests/domain/backup.test.ts ; src/components/tools/pro/ProApp.tsx:378-391,"Schema-invalid-payload rejection is directly tested through real storage; the literal ""truncated/unparseable JSON text"" sub-case is only confirmed by source reading of the JSON.parse try/catch, not by an automated test."
BACK-013,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects a wrong/missing schemaVersion""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"validateBackupEnvelope rejects any schemaVersion !== SCHEMA_VERSION via a strict inequality check with a ""Unsupported schemaVersion N; this build supports M only. No silent migration."" message. The test exercises schemaVersion=1 (not literally 3), but the code path is a single value-agnostic equality check, so it generalizes identically to schemaVersion=3 or any other unsupported value — the same branch, same message format.",src/domain/backup.ts:48-51 ; tests/domain/backup.test.ts,"Test uses version 1 as its concrete example rather than 3, but the underlying check has no version-specific branching that could behave differently for a different unsupported value."
BACK-014,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects duplicate paint variant IDs"" ; tests/integration/backupRestoreStorage.test.ts > ""a corrupt import (fails validation) causes NO writes at all"" (reuses a duplicate-variant-id payload)",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"validateBackupEnvelope detects a repeated paint-variant id via a Set-based scan and rejects with a ""Duplicate paint variant ID"" message before any write is attempted; confirmed both as a pure-function test and, separately, through a real IndexedDB write-prevention test.",src/domain/backup.ts:56-64 ; tests/domain/backup.test.ts ; tests/integration/backupRestoreStorage.test.ts,Solid double coverage (unit + real-storage).
BACK-015,"Backup, restore and conflict handling",P0,missing,failed,,,"Full re-read of validateBackupEnvelope (src/domain/backup.ts:40-85) confirms its dangling-reference check ONLY verifies that each revision has an activeRateSnapshot present — it never cross-checks any actualReviews[].baselineIssuedRevisionId against the project's own revisions[] array. A backup whose actual-review baseline points at a revision id that does not exist anywhere in the project would currently be ACCEPTED as valid, not rejected.",src/domain/backup.ts:66-81 (no actualReviews baseline check present),"Genuine, confirmed validation gap found via direct source reading — this specific dangling-reference rule is not implemented."
BACK-016,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects a project revision missing its embedded rate snapshot (dangling reference)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Deliberately strips a revision's activeRateSnapshot and confirms validateBackupEnvelope rejects the envelope — an exact match to ""revision missing self-contained rates snapshot -> reject.""",src/domain/backup.ts:76-80 ; tests/domain/backup.test.ts,Directly and exactly tested.
BACK-017,"Backup, restore and conflict handling",P0,missing,failed,,,"Neither validateBackupEnvelope nor the shipped restore path (ProApp.tsx handleImport -> savePaintVariants -> writeAll -> put per record) performs any comparison between an incoming paint-variant's price/coverage and the LOCAL live catalog's existing values for the same id — an incoming variant simply overwrites the local one via put(), with no conflict surfaced to the user at all, let alone an explicit (non-name+price-matching) resolution step.","src/domain/backup.ts (validateBackupEnvelope, no cross-catalog check) ; src/components/tools/pro/ProApp.tsx:392-398","Same root cause as BACK-004/BACK-005/BACK-006: there is no conflict-resolution mechanism wired into the actual restore path for any entity type, paint variants included."
BACK-018,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects an oversized file before parsing further""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"validateBackupEnvelope rejects when rawByteLength > MAX_IMPORT_BYTES (25*1024*1024, i.e. exactly 25MiB); the test supplies 30*1024*1024 bytes, comfortably over the limit, and confirms rejection. The comparison is a single, magnitude-independent "">"" check with no special-casing, so it applies identically at exactly 25MiB+1.","src/domain/backup.ts:36,42 ; tests/domain/backup.test.ts","The exact ""+1 byte"" boundary value itself was not separately tested (only a well-over-limit 30MB value was) — flagging this as the one imprecision in an otherwise solid match."
BACK-019,"Backup, restore and conflict handling",P0,missing,blocked,,,"grep for ""logo"" across all of src/ finds it declared ONLY as an optional `logo?: string` field on the customer-document businessInfo type (src/domain/entities.ts, two occurrences) — there is no logo-upload UI, no logo-size validation, and no logo rendering anywhere else in the codebase.","src/domain/entities.ts:154,173 (type-only, zero other usages found)","Entire feature (embedding, size-limiting, and displaying a logo) is unimplemented; nothing to test."
BACK-020,"Backup, restore and conflict handling",P0,missing,failed,,,"Full re-read of validateBackupEnvelope confirms it performs only: schemaVersion check, businessSettings presence, paintVariants/projects array-shape check, duplicate paint-variant-id check, and revision activeRateSnapshot presence. It does NOT perform any field-level type/range/enum validation (e.g. rejecting a negative cost, an unrecognized enum value, or a non-decimal scalar) on the imported financial data at all.","src/domain/backup.ts:40-85 (full function read, no field-level type/range checks present)","Genuine, confirmed validation gap: deep per-field schema/range validation on imported active financial data is not implemented in the backup importer."
BACK-021,"Backup, restore and conflict handling",P0,implemented,passed,"tests/storage/db.test.ts::""D-storage-02 (BACK-D12)"" ; ""D-storage-03""","vitest 5 / Node, emulator-backed (fake-indexeddb, real IndexedDB transaction semantics)","D-storage-02 seeds one committed record, then attempts a 3-record batch where the 2nd record is malformed; the transaction rejects with SaveFailedError and the store afterward contains ONLY the pre-existing record (no partial commit of the two valid records). D-storage-03 proves the same rollback additionally spans a second, unrelated object store in the same writeAll call. This is the shipped writeAll() function ProApp.tsx's proStore.ts actually calls for every save.","tests/storage/db.test.ts ; src/storage/db.ts (writeAll, explicit tx.abort()) ; BUG_FIX_LOG.md #1","Directly tests the real, shipped atomic-write function; also the subject of a genuine bug (#1 in BUG_FIX_LOG.md) found and fixed via this exact test."
BACK-022,"Backup, restore and conflict handling",P0,partial,not_run,,,"writeAll wraps every write in one IndexedDB transaction with an explicit tx.abort() on any request failure (the same generic mechanism BACK-021 tests), which would structurally also apply to a QuotaExceededError mid-write (no partial restore). However, no test actually simulates a quota-exceeded error specifically (fake-indexeddb's quota-simulation capability was not exercised), and the surfaced message (""Save failed — your previous data was not changed."") is generic rather than quota-specific recovery guidance.",src/storage/db.ts:47-74,"The generic atomicity guarantee is well-tested for a different trigger (malformed record); a real quota-exhaustion trigger specifically was not tested, and quota-specific user guidance does not appear to be implemented."
BACK-023,"Backup, restore and conflict handling",P0,implemented,not_run,,,"grep across src/ for dangerouslySetInnerHTML, __proto__, eval(, and new Function( found no matches — imported backup data is only ever assigned to typed React/domain objects and rendered through normal JSX text interpolation (which React escapes by default), with structuredClone (not an unsafe merge) used to copy objects. No obvious prototype-pollution or code-execution vector was found.",grep across src/ for dangerouslySetInnerHTML/__proto__/eval (no matches),"This case is explicitly marked ""proposed_hardening"" (not yet a required, tested guarantee) in the case catalogue; the absence-of-vector finding here is a source-reading observation, not a dedicated security test."
BACK-024,"Backup, restore and conflict handling",P0,implemented,not_run,,,"planRestoreMerge and planImportAsCopies both key exclusively on project.id (via a Map keyed by id) — project.title is never read or compared anywhere in src/domain/backup.ts, so two same-titled projects with different ids would never be conflated or deduplicated.","src/domain/backup.ts:105-125,131-153 (title never referenced)",Correct by construction/absence of any title-based logic; no dedicated test constructs two same-titled projects to demonstrate this explicitly.
BACK-025,"Backup, restore and conflict handling",P0,missing,blocked,,,"Same root cause as BACK-019 — the logo field is a type-only stub with no upload, embedding, or print-rendering implementation anywhere in the codebase, so there is no ""restored local logo bytes resolve offline at print time"" behavior to verify.","src/domain/entities.ts:154,173 (type-only, zero other usages)",Entire feature is unimplemented.
BACK-026,"Backup, restore and conflict handling",P0,missing,blocked,,,"IMPLEMENTATION_DECISIONS.md #5 explicitly states cross-engine-version display compatibility is ""Not implemented in this session beyond storing engineVersion"" and defers the actual compatibility-check policy; the case catalogue itself tags this case contract_status=""decision_required"".",IMPLEMENTATION_DECISIONS.md #5 ; src/domain/entities.ts (engineVersion field only),"Blocked on an explicit, still-open product decision, matching the case catalogue's own ""decision_required"" tag."
INT-001,Free single-room interior calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""interior-walls-brief (interior)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Fixture inputs (20x16x9, 2 doors x20, 3 windows x15, includeCeiling=false, 2 coats, waste 0.10, coverage 350, paintPrice 42) match this case's given exactly; assertions confirm netWall/totalArea=563.00, coatArea=1126.00, rawGallons=3.538857, purchaseGallons=4, paintCost=168.00 — exact match. InteriorCalculator.tsx calls the identical grossWallArea/quickOpeningArea/netWallArea/rawDemandGal/purchasedGallons functions in the same order.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-walls-brief) ; src/components/tools/InteriorCalculator.tsx,Tested at the shared-engine level with the same function calls the component performs.
INT-002,Free single-room interior calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""interior-with-ceiling (interior)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Fixture with includeCeiling=true, wallRate=150, ceilingRate=120, laborRate=32 matches this case's given exactly; assertions confirm totalArea=883.00, rawGallons=5.550286, purchaseGallons=6, paintCost=252.00, hours=12.840000, laborCost=410.88, totalCost=662.88 — exact match.",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-with-ceiling),Tested at the shared-engine level with the same function calls the component performs.
INT-003,Free single-room interior calculator,P0,implemented,passed,"tests/engine/fixtures.test.ts::""interior-walls-brief (interior)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"The SAME interior-walls-brief fixture (walls only, includeCeiling=false) unconditionally asserts hours=7.506667 and laborCost=240.21/totalCost=408.21 alongside the paint figures — an exact match to this case's ""Hours 7.506666...; labor 240.21; paint 168; total 408.21"" (trailing-digit display difference only).",tests/engine/fixtures.test.ts ; tests/fixtures/acceptance-fixtures.json (interior-walls-brief),"Same fixture/test as INT-001, evaluated for its labor fields."
INT-004,Free single-room interior calculator,P0,implemented,not_run,,,"Source read: calculateLabor=false means hours/laborCost stay null and the paint-only ""total"" (=paintCost) is shown with the caption ""Paint materials only."" Not covered by a dedicated test of this exact toggle state combined with a stale/invalid rate.","src/components/tools/InteriorCalculator.tsx:97-103,187",Correct by inspection; no automated test.
INT-005,Free single-room interior calculator,P0,implemented,not_run,,,"Source read: when calculateLabor=true and hourlyRate is blank, pRate.kind!==""valid"" sets laborRateErr, added to errors[], which blocks the whole result (errors.length>0 -> return {errors} with no computed total at all) rather than silently treating the rate as zero.","src/components/tools/InteriorCalculator.tsx:54-65,67-80",Correct by inspection; no automated test of this exact scenario.
INT-006,Free single-room interior calculator,P0,partial,not_run,,,"Explicit rate=""0"" parses as valid zero (not rejected) and produces laborCost=0 with no divide-by-zero risk (rate is a multiplier here, not a divisor) — matches ""no divisor error."" However, no explicit on-screen warning is shown for an explicit zero labor rate; the component silently accepts it without any ""labeled"" warning text.","src/components/tools/InteriorCalculator.tsx:54-65,99-103","The ""allow it without erroring"" half works; the ""with warning"" half does not appear to be implemented (no warning text found for rate=0 specifically)."
INT-007,Free single-room interior calculator,P0,implemented,not_run,,,Source read: ceilingRateVal is only read/used inside the `if (includeCeiling && ...)` branch; an invalid ceiling throughput while includeCeiling=false never reaches laborRateErr and is never used in the calculation.,"src/components/tools/InteriorCalculator.tsx:60-64,99-103",Correct by inspection; no automated test.
INT-008,Free single-room interior calculator,P0,missing,blocked,,,"Full read of InteriorCalculator.tsx found no control to disable the wall surface itself — length/width/height (wall geometry) are always active; only ""Include ceiling"" (add ceiling) and ""Deduct doors/windows"" (opening deduction) toggles exist. A ""ceiling-only, no walls"" mode is not representable in this tool's UI.",src/components/tools/InteriorCalculator.tsx (full file read),Genuine feature gap: this scenario cannot be exercised because the free interior calculator always includes wall area.
INT-009,Free single-room interior calculator,P0,missing,blocked,,,"Same root cause as INT-008 — there is no way to disable walls, so ""both wall and ceiling disabled"" is not a reachable UI state.",src/components/tools/InteriorCalculator.tsx (full file read),Cannot be exercised in the shipped free tool.
INT-010,Free single-room interior calculator,P0,missing,blocked,,,"Full read confirms InteriorCalculator.tsx only exposes quick door/window COUNTS (doorCount, windowCount with fixed 20/15 sqft each) — there is no ""detailed"" per-opening dimension entry mode or quick/detailed toggle in this free tool (detailedOpeningArea exists only in src/engine/geometry.ts, used elsewhere e.g. by the Pro app's domain layer, not by this component).",src/components/tools/InteriorCalculator.tsx (full file read) ; src/engine/geometry.ts (detailedOpeningArea unused here),Genuine feature gap: quick-vs-detailed mode switching does not exist in the free interior calculator.
