case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
ACT-007,Actual-cost review,P0,implemented,passed,"tests/engine/fixtures.test.ts::""actual-zero-price (actual)""; tests/engine/actuals.test.ts::""ACT-05 (zero baseline price, v2.1 regression)""",vitest 5 / Node,"materials100/labor0/other0/overhead0/baselineCost100/baselinePrice0 -> actualCost 100.00, profit -100.00, marginPercent null, totalVariance 0.00 (no divide-by-zero; a real loss amount is retained, not treated as unpriced).",tests/engine/fixtures.test.ts; tests/engine/actuals.test.ts; tests/fixtures/acceptance-fixtures.json,Exact match to the given/then.
ACT-008,Actual-cost review,P0,implemented,not_run,,,,src/components/tools/pro/ProApp.tsx line 349,`if (!issuedRevision || !issuedRevision.proposedPrice) return null;` returns null (no review computed) rather than coercing a missing baseline price to 0 — matches the requirement by code reading. This is UI-only logic with no automated test (no React component-test infra in this project per IMPLEMENTATION_DECISIONS.md).
ACT-009,Actual-cost review,P0,missing,not_run,,,,src/components/tools/pro/ProApp.tsx lines 75-80,"GAP FOUND: the actuals UI's initial state starts ALL four categories at {confirmed:false, amount:''} — the baseline's own estimated overhead allocation (e.g. $285) is never pre-filled or labeled into the review; the user must type an overhead amount manually with no default value or ""estimated/baseline allocation"" label shown anywhere."
ACT-010,Actual-cost review,P0,missing,not_run,,,,"src/domain/entities.ts line 219 (ActualReview.overhead mode field, unused); src/components/tools/pro/ProApp.tsx actuals UI","GAP FOUND: the domain entity defines overhead.mode: 'baselineAllocation'|'actualFlat' (and tool-specs/09 explicitly requires this dual mode), but the actuals UI has no mode toggle at all — overhead is one plain dollar-amount text field, and no ActualReview entity is ever persisted (see ACT-013)."
ACT-011,Actual-cost review,P0,missing,not_run,,,,"src/domain/entities.ts line 218 (ActualReview.laborBreakdown field, unused)","GAP FOUND: laborBreakdown ({mode:'direct'|'hoursRate', hours, rate}) is defined in the domain model but completely unused — labor in the actuals UI is a single plain dollar-amount field with no direct-vs-hours-times-rate toggle."
ACT-012,Actual-cost review,P0,implemented,not_run,,,,"src/components/tools/pro/ProApp.tsx line 679 (controlled input, single string per category)","Each category's amount is a single controlled-input string in React state, replaced (not appended) on every edit, matching evaluateActualReview's single-Dec-per-category design (no internal accumulator). No test simulates editing an already-entered amount and checking the cost delta; this is a structural guarantee rather than a directly tested one."
ACT-013,Actual-cost review,P0,missing,not_run,,,,"src/components/tools/pro/ProApp.tsx lines 75-80, 346-362 (local useState only); grep for actualReviews across src/","SIGNIFICANT GAP FOUND: the entire actuals review state in ProApp.tsx is local, ephemeral React component state — it is NEVER written to project.actualReviews or to IndexedDB anywhere in the codebase (actualReviews is only ever initialized to [] or read in test files, never populated by the running app). Recording actuals against an issued revision does not actually persist anything: reloading the app or switching projects silently loses all entered actuals, and there is no saved actual review to compare ""baseline before/after"" against. Only the calculation formula (evaluateActualReview) is fully built and tested; the persistence/workflow layer around it is not built."
ACT-014,Actual-cost review,P0,missing,not_run,,,,Same as ACT-013 (no persisted ActualReview record exists),"Depends on the same missing persistence layer as ACT-013 — there is no ""old actual review"" to reopen, so rebase-vs-auto-substitution behavior cannot exist yet."
ACT-015,Actual-cost review,P0,missing,not_run,,,,src/components/tools/pro/ProApp.tsx line 350 (toCategory helper); src/engine/actuals.ts (no sign check),"GAP FOUND: toCategory() builds new PEP(c.amount) directly from the raw text-input string with no validation at all (it does not go through src/engine/parse.ts's parseDecimalField/allowNegative machinery used elsewhere in the app) — a negative value like ""-100"" would be silently accepted and used in the calculation, not rejected. evaluateActualReview itself also performs no sign check on any category amount."
ACT-016,Actual-cost review,P0,partial,not_run,,,,src/components/tools/pro/ProApp.tsx line 689,"The on-screen label reads ""Profit vs. original quote,"" which correctly avoids claiming this is cash received or actual revenue — satisfying the core requirement by omission — but there is no explicit disclaimer text addressing change orders/receipts, and no automated test checks this label's wording."
LIFE-001,"Projects, revisions and local persistence",P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D01: draft snapshot survives a live catalog edit""; tests/integration/draftIssuedIsolation.test.ts (steps 1-6)",vitest 5 / Node; emulator-backed (fake-indexeddb) for the integration test,"Draft A retained paint price $42 after the live catalog changed to $49, confirmed via a fresh reload from real (fake-indexeddb) storage; a brand-new draft B built off the new live snapshot correctly used $49 — no silent refresh occurred.",tests/domain/lifecycle.test.ts; tests/integration/draftIssuedIsolation.test.ts,
LIFE-002,"Projects, revisions and local persistence",P0,implemented,passed,"tests/integration/draftIssuedIsolation.test.ts (step 7); tests/domain/rateRefresh.test.ts::""applyRateRefresh > does nothing until applied — preview alone never mutates the draft""",vitest 5 / Node; emulator-backed (fake-indexeddb),"After previewRateRefresh, reloading draft A from storage without calling applyRateRefresh still showed the original $42 price — the preview never mutated or persisted anything.",tests/integration/draftIssuedIsolation.test.ts; tests/domain/rateRefresh.test.ts,
LIFE-003,"Projects, revisions and local persistence",P0,partial,passed,tests/integration/draftIssuedIsolation.test.ts (step 8); tests/domain/rateRefresh.test.ts (retain/replaceWith/custom-price tests),vitest 5 / Node; emulator-backed (fake-indexeddb),Confirming a refresh applied the new $49 snapshot and preserved a custom proposedPrice verbatim through the refresh.,tests/integration/draftIssuedIsolation.test.ts; tests/domain/rateRefresh.test.ts; src/domain/rateRefresh.ts,"GAP FOUND: ""pre-refresh recovery available"" is NOT durably implemented. src/domain/rateRefresh.ts's applyRateRefresh mutates the SAME revision id in place (no new revision is created, no history of prior snapshots is kept), and grep found no undo/history/previousSnapshot feature anywhere tied to rate refresh. The only ""recovery"" that exists is that nothing is written until the user explicitly saves — once saved, the pre-refresh snapshot is unrecoverable. Marked partial for this reason."
LIFE-004,"Projects, revisions and local persistence",P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D02: issuing freezes a revision; editing after issue creates a NEW draft, original unchanged""; tests/integration/draftIssuedIsolation.test.ts (steps 9-11)",vitest 5 / Node; emulator-backed (fake-indexeddb),"Editing an issued revision via createDraftFromIssued produced a new revision id/state:""draft""/revisionNumber+1, while the original issued revision remained byte-identical (toEqual against a pre-captured JSON snapshot) even after structural mutation attempts on the new draft.",tests/domain/lifecycle.test.ts; tests/integration/draftIssuedIsolation.test.ts,This is the exact bug BUG_FIX_LOG.md #4 and #7 concern; both are now covered by regression tests as described.
LIFE-005,"Projects, revisions and local persistence",P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D02 > creating a draft from an issued revision does NOT itself supersede the issued one; only a new issue does""",vitest 5 / Node,"After createDraftFromIssued, the original issued revision's state remained ""issued"" (not ""superseded"").",tests/domain/lifecycle.test.ts,
LIFE-006,"Projects, revisions and local persistence",P0,partial,not_run,"tests/domain/lifecycle.test.ts::""LIFE-D02"" (second test) exercises supersede() directly",vitest 5 / Node,"supersede() correctly flips state to ""superseded"" when called directly, and a subsequent issueRevision() correctly produces state ""issued"".",tests/domain/lifecycle.test.ts; src/domain/project.ts; src/components/tools/pro/ProApp.tsx,"SIGNIFICANT GAP FOUND: grep across src/components/tools/pro/ProApp.tsx shows issueEstimate() (lines 306-323) NEVER calls supersede() on the previously-issued revision when issuing a new one — it only calls upsertRevision(...) and updates activeRevisionId. In the real running app, issuing a second revision would leave the FIRST issued revision's state stuck at ""issued"" forever, never flipped to ""superseded."" The domain building block (supersede) is correct and unit-tested in isolation, but it is not wired into the actual issue flow — no test exercises this end-to-end, so the gap has not been caught by the suite."
LIFE-007,"Projects, revisions and local persistence",P0,implemented,passed,"tests/domain/lifecycle.test.ts::""LIFE-D07: duplicating a project gets fresh IDs and drops issued/actual state""",vitest 5 / Node,"The duplicated project got new project/revision/room/surface IDs, correctly remapped roomId/surfaceIds references, state reset to ""draft"", actualReviews cleared to length 0, and mutating the copy never affected the source.",tests/domain/lifecycle.test.ts,"The test does not explicitly assert customerDocumentSnapshot is null or that an ""estimate number"" is cleared (there is no separate estimateNumber field on EstimateRevision in this codebase — it is document metadata supplied at issue time); duplicateProject's code does set customerDocumentSnapshot: null."
LIFE-008,"Projects, revisions and local persistence",P0,implemented,passed,"tests/integration/draftIssuedIsolation.test.ts (steps 2, 4-5), run for both priceMode=suggested and priceMode=custom",emulator-backed (fake-indexeddb),"After writeProjectWithVersionCheck followed by readOne, the reloaded draft's activeRateSnapshot and priceMode were both intact and produced identical calculated costs to the pre-save summary.",tests/integration/draftIssuedIsolation.test.ts,
LIFE-009,"Projects, revisions and local persistence",P0,implemented,passed,"tests/storage/db.test.ts::""D-storage-02 (BACK-D12)"" and ""D-storage-03""",emulator-backed (fake-indexeddb),A write failure partway through a batch (malformed record causing IndexedDB to reject the request) left the previously-committed store completely unchanged and threw SaveFailedError rather than silently reporting success.,"tests/storage/db.test.ts; src/components/tools/pro/ProApp.tsx (lines 102, 112, 241 surface ""Save failed — your previous ... was not changed."")","The given specifies a ""quota"" failure; the test simulates a different write-time failure (malformed keyPath), but it exercises the same generic explicit-abort/SaveFailedError code path (per BUG_FIX_LOG.md #1) that a real QuotaExceededError would also hit."
LIFE-010,"Projects, revisions and local persistence",P0,partial,not_run,,,,src/domain/project.ts line 40 (rawCalculatedOutputs: null); src/components/tools/pro/ProApp.tsx line 351 (only read site) and lines 160-163 (summary always live-recomputed),"SIGNIFICANT GAP FOUND: EstimateRevision.rawCalculatedOutputs is initialized to null in createDraftRevision and is NEVER assigned a real value anywhere in the codebase (grep across src/ found no other write site) — it is read once (ProApp.tsx line 351) but always falls through to null/a live recompute. Additionally, the Pro app's on-screen summary panel for ANY revision (including a viewed ""issued"" one) always calls assembleProjectEstimate(draftEdit, ...) live against the CURRENT engine code (line 160-163), rather than reading a frozen calculated-output snapshot — so if engine formulas ever changed between versions, reopening an old issued estimate would show newly-recomputed numbers in that panel, not the historical ones. Only the separate customerDocumentSnapshot (which deliberately excludes cost/margin fields via its allow-list) is genuinely frozen. No test covers an engine-version-change scenario; this was found only by direct code reading."
LIFE-011,"Projects, revisions and local persistence",P0,partial,not_run,,,,"src/domain/project.ts (updateRoom, lines 103-109); grep across src/ for reorder/drag/sortOrder/orderIndex","Renaming a room preserves its id trivially (updateRoom spreads a patch without touching id). ""Reordered"" is not an implemented feature — no order/sortIndex field or reorder function exists anywhere in src/. No dedicated test for rename-then-reload id stability either."
LIFE-012,"Projects, revisions and local persistence",P0,implemented,passed,"tests/storage/versionConflict.test.ts (all four tests, especially ""a stale write... is rejected with a ConflictError, and the stored record is untouched"" and ""a ConflictError carries the current stored record so the caller can offer reload or save-as-copy"")",emulator-backed (fake-indexeddb),"A stale second write (Tab B, using an out-of-date expected version) was rejected with a ConflictError; Tab A's committed edit survived untouched; the ConflictError carried the live stored record for the UI's ""Reload latest""/""Save my edit as a copy"" banner.","tests/storage/versionConflict.test.ts; src/storage/db.ts; src/components/tools/pro/ProApp.tsx (lines 422-423, conflict banner)","contract_status for this case is ""proposed_hardening"" in the fixture, but it is genuinely implemented and tested."
LIFE-013,"Projects, revisions and local persistence",P0,implemented,not_run,,,,"src/components/tools/pro/ProApp.tsx (issueEstimate, lines 306-323, single writeProjectWithVersionCheck call); tests/storage/db.test.ts","issueEstimate() performs the entire issue-and-save as one writeProjectWithVersionCheck call (one atomic IndexedDB transaction), which benefits from the same explicit tx.abort()-on-failure guarantee proven in tests/storage/db.test.ts. No test simulates an interruption specifically during an issue transaction or an app restart; this is inferred from the generic atomic-write guarantee tested for other writes."
LIFE-014,"Projects, revisions and local persistence",P0,missing,not_run,,,,docs/IMPLEMENTATION_DECISIONS.md item 6,"Quoting the project's own documentation: ""Delete-project confirmation is still not built (no delete-project action exists in the UI at all yet, so there is nothing to confirm)."" No delete-project feature of any kind exists to test."
