case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
"GEO-020","Geometry and paint aggregation","P0","implemented","not_run","","","purchasedGallons(0) = ceilDecimal(0) = 0 by formula inspection (no special-cased minimum-1-gallon floor exists anywhere in src/engine/paint.ts). PROPERTY 9's fast-check generator range (0 to 10,000,000) includes 0, but there is no deterministic assertion isolating the zero-demand case by itself.","src/engine/paint.ts:25-27; tests/property/paint.property.test.ts:83-93","No minimum-1-gallon floor exists in the code, consistent with the spec; not confirmed by a dedicated zero-demand assertion."
"GEO-021","Geometry and paint aggregation","P0","implemented","not_run","","","rawDemandGal(350,1,0,350) = 350*1*1/350 = 1 exactly, by formula inspection (Decimal arithmetic, no float noise). No test uses this precise area-equals-coverage input pair.","src/engine/paint.ts:5-7",""
"GEO-022","Geometry and paint aggregation","P0","implemented","passed","tests/engine/estimate.test.ts::PRO-001: independent wall vs ceiling paint variant in the same room > pools wall and ceiling demand SEPARATELY when they use different variants; tests/domain/estimateAssembly.test.ts::PRO-001 through the domain assembly: wall and ceiling in the SAME room use DIFFERENT variants","vitest 5 / Node (local engine tests)","Wall (paint-white) and ceiling (paint-blue) in the SAME room produce two separate purchase entries, each using its own coverage, coats, and price — pooling never crosses variant IDs.","tests/engine/estimate.test.ts:31-46; tests/domain/estimateAssembly.test.ts:35-64",""
"GEO-023","Geometry and paint aggregation","P0","implemented","passed","tests/engine/estimate.test.ts::Disabled-surface independence...; tests/domain/estimateAssembly.test.ts::Disabled surfaces never contribute (mutation check regression)","vitest 5 / Node (local engine tests)","A disabled surface with garbage geometry (widthFt:""garbage"") never blocks or pollutes an otherwise-valid project and reaches calculationState ""complete"" — disabled inputs are never validated at all.","tests/engine/estimate.test.ts:102-111; tests/domain/estimateAssembly.test.ts:95-112",""
"GEO-024","Geometry and paint aggregation","P0","implemented","passed","tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-09: trim paintable area = length * developed width...; tests/engine/fixtures.test.ts::trim-surface","vitest 5 / Node (local engine tests)","trimPaintableArea(100, 0.5) = 50, not 100 and not treated as ""100 doors.""","tests/engine/geometry.test.ts:62-64; tests/fixtures/acceptance-fixtures.json (id=trim-surface)",""
"GEO-025","Geometry and paint aggregation","P0","implemented","passed","tests/engine/geometry.test.ts::GEO: room and surface geometry > GEO-10: door paintable area scales with painted sides; tests/engine/fixtures.test.ts::door-two-faces","vitest 5 / Node (local engine tests)","doorPaintableArea(1,3,7,2) = 42 (edges/frame explicitly excluded from the formula).","tests/engine/geometry.test.ts:66-69; tests/fixtures/acceptance-fixtures.json (id=door-two-faces)",""
"GEO-026","Geometry and paint aggregation","P0","implemented","not_run","","","doorPaintableArea is a straight width*height*count*sides multiplication verified generically at count=1/sides=1&2 (GEO-10). The case's count=2/sides=1 combination (also =42) is not separately asserted by any test.","src/engine/geometry.ts:49-51",""
"GEO-027","Geometry and paint aggregation","P0","missing","not_run","","","No ""doorsToPaint"" (or equivalent asymmetric opening-deduction-vs-paint-count) concept exists anywhere in the codebase — grep for ""doorsToPaint"" across src/ returns zero matches. Room.quick.doorCount and Surface.doorCount are each used as a single uniform count for both opening deduction and paint-area computation; there is no way to deduct two door openings while painting only one door.","src/domain/entities.ts (Room.quick.doorCount; Surface.doorCount)","This asymmetric-count feature appears unimplemented, not merely untested."
"GEO-028","Geometry and paint aggregation","P0","implemented","not_run","","","aggregateProjectSurfaces sums each surface's independently-computed area/demand/hours via a plain reduce loop (no shared-dimension averaging anywhere). GEO-11 in geometry.test.ts proves two differently-sized doors compute distinct, non-averaged areas as standalone geometry calls, but no test sums two differently-sized door SURFACES through the project aggregator and checks the combined total.","src/engine/estimate.ts:104-121; tests/engine/geometry.test.ts:71-75",""
"GEO-029","Geometry and paint aggregation","P0","implemented","passed","tests/property/paint.property.test.ts::PROPERTY 6: project pooling is order-independent > any permutation of the same demand list yields identical totals per variant","vitest 5 / Node (local engine tests)","Reversing the order of a randomly-generated demand list (200 fast-check runs, fixed seed 20260914) produces identical per-variant pooled totals every time.","tests/property/paint.property.test.ts:15-38",""
"GEO-030","Geometry and paint aggregation","P0","implemented","passed","tests/property/paint.property.test.ts::PROPERTY 7: same-variant split invariance; PROPERTY 8: pooling inequality (same variant only)","vitest 5 / Node (local engine tests)","Splitting one raw-demand total across two same-variant surfaces yields the identical pooled raw total as one combined surface (PROPERTY 7); ceiling is applied exactly once on the pooled total, never per-piece (PROPERTY 8: sum of individual ceilings >= ceiling of the sum).","tests/property/paint.property.test.ts:40-56,58-68",""
"BOUND-001","Boundary matrix","P0","implemented","not_run","","","InteriorCalculator.tsx validates coats via parseCountField(coats,{min:1,max:5}); 1 is within range and accepted. No automated test exercises this React component (this project has no component-test infrastructure, per IMPLEMENTATION_DECISIONS.md).","src/components/tools/InteriorCalculator.tsx:34,45","The Pro app's domain layer (estimateAssembly.ts resolveSurface) enforces only ""coats<1 -> invalid"" — it has NO upper bound of 5 at all, unlike the free tool. See BOUND-003/004/005 for confirmed Pro-app coats bugs found during this audit."
"BOUND-002","Boundary matrix","P0","implemented","not_run","","","InteriorCalculator.tsx's parseCountField(coats,{min:1,max:5}) accepts 5 (upper bound inclusive). Untested by any automated test (no component-test infra).","src/components/tools/InteriorCalculator.tsx:34,45",""
"BOUND-003","Boundary matrix","P0","partial","failed","Manual code trace: ProApp.tsx surface coats onChange handler","manual code inspection (source read; no automated test)","In the Pro app, the per-surface Coats field handler is `onChange={(v) => onPatch({ coats: v.trim() === """" ? null : Number.parseInt(v, 10) || 1 })}`. Entering ""0"" yields Number.parseInt(""0"",10)=0, and `0 || 1` evaluates to 1 because 0 is falsy in JS — so coats=0 is SILENTLY COERCED to 1 rather than being rejected as invalid. The free InteriorCalculator tool correctly rejects 0 via parseCountField({min:1,max:5}).","src/components/tools/pro/ProApp.tsx:741,787","Confirmed defect found during this audit, not previously flagged in BUG_FIX_LOG.md: the Pro app never surfaces a validation error for coats=0, it just silently defaults to 1. The free tool implements this boundary correctly; the Pro app does not."
"BOUND-004","Boundary matrix","P0","partial","failed","Manual code trace: ProApp.tsx surface coats onChange handler; src/domain/estimateAssembly.ts resolveSurface","manual code inspection (source read; no automated test)","Entering ""6"" in the Pro app's Coats field yields Number.parseInt(""6"",10)||1 = 6 (no upper-bound rejection in the UI handler), and resolveSurface() in the domain layer only checks `coats < 1`, never an upper bound — so coats=6 is SILENTLY ACCEPTED by the Pro app, contradicting the expected ""rejected as out of range."" The free InteriorCalculator tool correctly rejects 6 via parseCountField({min:1,max:5}).","src/components/tools/pro/ProApp.tsx:741,787; src/domain/estimateAssembly.ts:81-82","Confirmed defect found during this audit: no upper bound on coats exists anywhere in the Pro app's domain or UI layers."
"BOUND-005","Boundary matrix","P0","partial","failed","Manual code trace: ProApp.tsx surface coats onChange handler; tests/engine/parse.test.ts::CORE-parse-count (contrast)","manual code inspection (source read; no automated test)","Entering ""1.5"" in the Pro app's Coats field yields Number.parseInt(""1.5"",10)||1 = 1 — the fractional value is SILENTLY TRUNCATED rather than rejected, directly contradicting ""do not truncate."" The free InteriorCalculator tool correctly rejects ""1.5"" via parseCountField's /^\d+$/ regex (proven generically by parse.test.ts::CORE-parse-count using ""3.5"").","src/components/tools/pro/ProApp.tsx:741,787","Confirmed defect found during this audit: the Pro app truncates fractional coats input instead of rejecting it, unlike the free tool."
"BOUND-006","Boundary matrix","P0","implemented","not_run","","","requiredPriceRaw() throws only when targetMarginRatio>=1 or <0; 0 satisfies neither guard and is accepted. No test evaluates target=0 directly (see also CORE-019, which needs the same case).","src/engine/pricing.ts:13-21",""
"BOUND-007","Boundary matrix","P0","implemented","not_run","","","requiredPriceRaw() accepts 0.999 (< 1) via the same guard as BOUND-006. Untested at this exact value.","src/engine/pricing.ts:13-21",""
"BOUND-008","Boundary matrix","P0","implemented","passed","tests/engine/pricing.test.ts::CORE pricing: status boundaries > CORE-price-04 (BOUND V04): target ratio negative throws","vitest 5 / Node (local engine tests)","requiredPriceRaw(100, -0.1) throws. The same `targetMarginRatio.lessThan(0)` guard also throws for -0.001 (any negative value is unconditionally rejected).","tests/engine/pricing.test.ts:30-32","Test literal value is -0.1, not the case's -0.001; same guard condition, not the exact near-zero boundary value."
