case_id,file,test_name,status
DET-0041,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a malformed (non-decimal) business settings field is rejected",passed
DET-0042,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a room missing its required name field is rejected",passed
DET-0043,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > duplicate revision IDs within the same project are rejected",passed
DET-0044,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > duplicate room IDs within the same revision are rejected",passed
DET-0045,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > duplicate surface IDs within the same revision are rejected",passed
DET-0046,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a paint variant with zero coverage (a divide-by-zero risk) is rejected, not merely ""non-negative""",passed
DET-0047,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a project whose activeRevisionId does not match any of its own revisions is rejected (dangling reference)",passed
DET-0048,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a room whose surfaceIds references a surface not present in the revision is rejected (dangling reference)",passed
DET-0049,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a surface whose roomId references a room not present in the revision is rejected (dangling reference)",passed
DET-0050,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > an actual review whose baseline targets a DRAFT revision (never issued) is rejected",passed
DET-0051,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > a negative actual-review category amount is rejected (a cost cannot be negative)",passed
DET-0052,tests/domain/backup.test.ts,"BACK-COMPLETE: full schema validation (item 5) — null entries, wrong types, missing fields, duplicate IDs, invalid settings, zero coverage, dangling references, draft-targeting actual reviews > still accepts a fully well-formed envelope with rooms, surfaces, and a valid issued-baseline actual review",passed
DET-0053,tests/domain/backup.test.ts,"BACK-D05/D06: full restore/merge preview spans projects, paint catalog, and business settings > an identical settings/catalog/projects triple produces zero conflicts and nothing to add",passed
DET-0054,tests/domain/backup.test.ts,"BACK-D05/D06: full restore/merge preview spans projects, paint catalog, and business settings > a new paint variant ID is queued to add; a conflicting one is flagged (default keepLocal)",passed
DET-0055,tests/domain/backup.test.ts,"BACK-D05/D06: full restore/merge preview spans projects, paint catalog, and business settings > differing business settings produce exactly one businessSettings conflict, defaulting to keepLocal",passed
DET-0056,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > keepLocal (default) leaves a conflicting project untouched — no write queued for it at all",passed
DET-0057,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > replaceImported queues the incoming project with the CAPTURED expectedVersion, not a re-read one",passed
DET-0058,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > keepBoth produces a genuinely new copy (fresh ID, expectedVersion=null) alongside leaving the original untouched",passed
DET-0059,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > a brand-new project (no conflict at all) is always queued with expectedVersion=null",passed
DET-0060,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > businessSettings replaceImported swaps in the incoming settings; keepLocal (default) preserves the local ones",passed
DET-0061,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > a new paint variant is added; a conflicting one keeps local by default, replaces on choice, or keeps-both as a new copy",passed
DET-0062,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > REGRESSION (independent-review R05): ""keep both"" on a conflicting paint variant remaps every incoming service definition's paintVariantId to the copy, never leaving it pointing at the old local variant",passed
DET-0063,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > V5-02: ""keep both"" on a conflicting paint variant remaps ONLY the incoming service, never a pre-existing LOCAL service that already referenced the same paint ID",passed
DET-0064,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > V5-02: keepLocal and replaceImported on a conflicting paint variant never remap a local service — only keepBoth mints a copy to remap toward",passed
DET-0065,tests/domain/backup.test.ts,"applyFullRestoreResolutions: pure resolution-application logic (item 8 concurrency, tested directly) > a ""keep both"" project copy returns real provenance, not silently dropped (independent-review §5 secondary finding)",passed
DET-0066,tests/domain/backup.test.ts,"BACK-D10: import-as-copies — provenance-based skip, full ID remap including actual baselines > remaps project/revision IDs and the actual-review baseline reference together",passed
DET-0067,tests/domain/backup.test.ts,"BACK-D10: import-as-copies — provenance-based skip, full ID remap including actual baselines > REGRESSION (item 6): remaps room and surface IDs too, and rewrites their cross-references, not just project/revision IDs",passed
DET-0068,tests/domain/backup.test.ts,"BACK-D10: import-as-copies — provenance-based skip, full ID remap including actual baselines > a paint-catalog reference (surface.paintVariantId) is preserved as a legitimate shared reference, never remapped",passed
DET-0069,tests/domain/backup.test.ts,"BACK-D10: import-as-copies — provenance-based skip, full ID remap including actual baselines > drops (never carries over) an actual review whose baseline cannot be remapped, instead of retaining a dangling reference",passed
DET-0070,tests/domain/backup.test.ts,"BACK-D10: import-as-copies — provenance-based skip, full ID remap including actual baselines > repeat import of the same export skips by provenance unless another copy is explicitly requested",passed
DET-0071,tests/domain/backup.test.ts,"BACK-D10: import-as-copies — provenance-based skip, full ID remap including actual baselines > re-importing the same source after the copy was locally edited returns nothing to add -- the edited copy is never a candidate for upsert",passed
DET-0072,tests/domain/backup.test.ts,V6-04: import validation of opening counts stays consistent with the calculation engine's own guard > rejects a negative quick doorCount on import,passed
DET-0073,tests/domain/backup.test.ts,V6-04: import validation of opening counts stays consistent with the calculation engine's own guard > rejects a quick windowCount above the approved maximum (100001) on import,passed
DET-0074,tests/domain/backup.test.ts,V6-04: import validation of opening counts stays consistent with the calculation engine's own guard > rejects a negative detailed opening count on import,passed
DET-0075,tests/domain/backup.test.ts,V6-04: import validation of opening counts stays consistent with the calculation engine's own guard > accepts a well-formed quick room within bounds,passed
DET-0076,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > a valid checkpoint round-trips through export/import validation and is accepted,passed
DET-0077,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint missing its embedded rate snapshot,passed
DET-0078,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint missing its rooms/surfaces arrays entirely,passed
DET-0079,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint whose projectId does not match the containing project,passed
DET-0080,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint whose id does not match its own revision's id,passed
DET-0081,tests/domain/backup.test.ts,"V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > the reviewer's own minimal repro -- a checkpoint reduced to just {id: rev.id} -- is rejected for missing structure, not silently accepted because the id happens to match",passed
DET-0082,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint with a dangling room->surface reference,passed
DET-0083,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint with a dangling surface->room reference,passed
DET-0084,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint with an invalid decimal field on a room,passed
DET-0085,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint with an invalid (negative) opening count,passed
DET-0086,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint carrying its own further-nested checkpoint (bounded to one level),passed
DET-0087,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > rejects a checkpoint whose embedded rate snapshot uses an unsupported schema,passed
DET-0088,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > a rejected checkpoint import carries no envelope at all -- there is nothing a caller could partially write,passed
DET-0089,tests/domain/backup.test.ts,V6-02: preRefreshCheckpoint is validated as rigorously as a normal revision before import > a legitimately absent checkpoint (no refresh ever happened) is still fully supported and accepted,passed
DET-0090,tests/domain/backup.test.ts,"V6-03: import-as-copy remaps preRefreshCheckpoint's internal identities along with the revision > a normal import-as-copy gives the checkpoint the SAME identity as the copied active revision, not the original",passed
DET-0091,tests/domain/backup.test.ts,"V6-03: import-as-copy remaps preRefreshCheckpoint's internal identities along with the revision > Undo on the copy restores the copy's own identity, never the original project/revision",passed
DET-0092,tests/domain/backup.test.ts,V6-03: import-as-copy remaps preRefreshCheckpoint's internal identities along with the revision > exporting the copy after Undo passes full backup validation,passed
DET-0093,tests/domain/backup.test.ts,V6-03: import-as-copy remaps preRefreshCheckpoint's internal identities along with the revision > forcing a SECOND copy of the same source gives each copy's checkpoint its own distinct identity (no collision between the two copies),passed
DET-0094,tests/domain/backup.test.ts,"V6-03: import-as-copy remaps preRefreshCheckpoint's internal identities along with the revision > a repeated refresh/Undo cycle on the copy keeps only the most recent checkpoint, always matching the copy's own identity",passed
DET-0095,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-013: rejects overheadRatio just above 1,passed
DET-0096,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-012/013: accepts overheadRatio at the 0/1 boundaries,passed
DET-0097,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-017: rejects defaultWasteRatio just above 1,passed
DET-0098,tests/domain/backup.test.ts,"Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-046: rejects a throughput setting just above 1,000,000",passed
DET-0099,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-043/044: accepts throughput at its floor and ceiling,passed
DET-0100,tests/domain/backup.test.ts,"Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-021: rejects a room dimension just above 100,000 ft",passed
DET-0101,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-020: rejects a room dimension of exactly 0,passed
DET-0102,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > a blank (work-in-progress) room dimension represented as null (never touched) is NOT an error,passed
DET-0103,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > a blank (work-in-progress) room dimension represented as '' (typed then cleared) is NOT an error,passed
DET-0104,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-047..051: rejects a project with 501 rooms,passed
DET-0105,tests/domain/backup.test.ts,"Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-039..042: rejects an other-expense amount just above 1,000,000,000",passed
DET-0106,tests/domain/backup.test.ts,"Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > BOUND-035..038: rejects additional-labor hours just above 1,000,000",passed
DET-0107,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > CORE-021 (import side): rejects a proposedPrice with more than 2 fractional digits,passed
DET-0108,tests/domain/backup.test.ts,Boundary matrix (import side): engineering-bound ceilings stay consistent with the calculation engine > CORE-021 (import side): accepts a proposedPrice with exactly 2 fractional digits,passed
DET-0109,tests/domain/backup.test.ts,GEO-014 (import side): a snapshot cannot embed two conflicting variant entries under one id > rejects two paint variants sharing an id within the SAME snapshot,passed
DET-0110,tests/domain/backup.test.ts,"V6-06 (import side): supplies allowance import validation matches the calculation engine's mode gating > accepts a mode=none allowance whose stale amount field is blank, after switching away from flat",passed
DET-0111,tests/domain/backup.test.ts,"V6-06 (import side): supplies allowance import validation matches the calculation engine's mode gating > accepts a mode=flat allowance whose stale, malformed ratio field is left over from a previous paintPercent session",passed
DET-0112,tests/domain/backup.test.ts,V6-06 (import side): supplies allowance import validation matches the calculation engine's mode gating > still rejects a mode=flat allowance whose ACTIVE amount field is blank,passed
DET-0113,tests/domain/backup.test.ts,DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > accepts a well-formed small PNG logo on a draft revision,passed
DET-0114,tests/domain/backup.test.ts,DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > rejects an SVG logo outright -- no script-capable format is ever accepted (DOC-010),passed
DET-0115,tests/domain/backup.test.ts,DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > rejects a logo larger than 1 MiB (BACK-019),passed
DET-0116,tests/domain/backup.test.ts,DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > rejects malformed logo data (not a real data URI at all),passed
DET-0117,tests/domain/backup.test.ts,DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > a malformed logo on ONE revision atomically rejects the entire import -- no partial write,passed
DET-0118,tests/domain/backup.test.ts,DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > a legitimately absent logo (no logo ever set) is still fully supported and accepted,passed
DET-0119,tests/domain/backup.test.ts,"DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > BACK-025: a logo embedded in an issued revision's frozen customerDocumentSnapshot survives export/import and resolves from the restored LOCAL data, no remote fetch required",passed
DET-0120,tests/domain/backup.test.ts,"DOC-010/BACK-019/BACK-025 (import side): the business logo is validated as rigorously as any other field > import-as-copy preserves the logo unchanged (it is plain data, not an id needing remap)",passed
DET-0121,tests/domain/backup.test.ts,BACK-026 (import side): a DRAFT with an unrecognized engine version is rejected; an ISSUED one is not > rejects a draft revision whose activeRateSnapshot declares an unrecognized engine version,passed
DET-0122,tests/domain/backup.test.ts,BACK-026 (import side): a DRAFT with an unrecognized engine version is rejected; an ISSUED one is not > accepts an ISSUED revision even with an unrecognized engine version -- frozen data is always read-only regardless,passed
DET-0123,tests/domain/backup.test.ts,"BACK-026 (import side): a DRAFT with an unrecognized engine version is rejected; an ISSUED one is not > accepts a draft with the current, recognized engine version (the normal case)",passed
DET-0124,tests/domain/backup.test.ts,BACK-026 (import side): a DRAFT with an unrecognized engine version is rejected; an ISSUED one is not > an unrecognized-version draft on ONE revision atomically rejects the whole import,passed
DET-0125,tests/domain/boundaryFieldAcceptance.test.ts,BOUND-001/002: a Pro service coats field accepts exactly the boundary values 1 and 5 (not just the interior of the range) > coats=1 (the floor) and coats=5 (the ceiling) both parse as valid at the field level,passed
DET-0126,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-001/002: a Pro service coats field accepts exactly the boundary values 1 and 5 (not just the interior of the range) > one below and one above the boundary are both rejected, confirming 1/5 are genuine edges, not arbitrary accepted values",passed
DET-0127,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-006/007: a target margin ratio field accepts the boundary values 0 and 0.999 (the spec's ""0 <= m < 1"" range) > target=0 is a valid divisor for requiredPriceRaw, never treated as an error at the field level",passed
DET-0128,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-006/007: a target margin ratio field accepts the boundary values 0 and 0.999 (the spec's ""0 <= m < 1"" range) > target=0.999 (just inside the exclusive upper bound) is accepted and produces a real (if extreme) required price",passed
DET-0129,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-006/007: a target margin ratio field accepts the boundary values 0 and 0.999 (the spec's ""0 <= m < 1"" range) > exactly 1 (the excluded upper bound) is rejected, confirming 0.999 is genuinely inside the accepted range, not an arbitrary value",passed
DET-0130,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-006/007: a target margin ratio field accepts the boundary values 0 and 0.999 (the spec's ""0 <= m < 1"" range) > BOUND-008: just below the floor (-0.001) is rejected, confirming 0 is a genuine floor, not an arbitrary accepted value",passed
DET-0131,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-010/011: an overhead ratio field accepts the boundary values 0 and 1 (CALCULATION_SPEC's ""overheadRatio 0..1"" inclusive range) > overheadRatio=0 computes a valid (zero) overhead amount, never an error",passed
DET-0132,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-010/011: an overhead ratio field accepts the boundary values 0 and 1 (CALCULATION_SPEC's ""overheadRatio 0..1"" inclusive range) > overheadRatio=1 (the inclusive ceiling) computes a valid overhead amount equal to the full direct cost",passed
DET-0133,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-030/031/032: the free interior calculator's quick-mode door DEDUCTION count field accepts its full [0, 100000] range and rejects below it > BOUND-030: doorCount=0 is a valid field value",passed
DET-0134,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-030/031/032: the free interior calculator's quick-mode door DEDUCTION count field accepts its full [0, 100000] range and rejects below it > BOUND-031: doorCount=100000 (the approved maximum) is a valid field value",passed
DET-0135,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-030/031/032: the free interior calculator's quick-mode door DEDUCTION count field accepts its full [0, 100000] range and rejects below it > BOUND-032: doorCount=-1 is rejected as out of range, never silently clamped to 0",passed
DET-0136,tests/domain/boundaryFieldAcceptance.test.ts,"BOUND-030/031/032: the free interior calculator's quick-mode door DEDUCTION count field accepts its full [0, 100000] range and rejects below it > one above the maximum (100001) is also rejected, confirming 100000 is a genuine ceiling, not an arbitrary accepted value",passed
DET-0137,tests/domain/boundaryMatrix.test.ts,"BOUND-012/013: overheadRatio is [0,1] (0 and 1 already accepted; only the ceiling was unchecked) > overheadRatio=at the ceiling (1) -> 1",passed
DET-0138,tests/domain/boundaryMatrix.test.ts,"BOUND-012/013: overheadRatio is [0,1] (0 and 1 already accepted; only the ceiling was unchecked) > overheadRatio=just above the ceiling (1.001) -> 1.001",passed
DET-0139,tests/domain/boundaryMatrix.test.ts,"BOUND-012/013: overheadRatio is [0,1] (0 and 1 already accepted; only the ceiling was unchecked) > overheadRatio=just below the floor (-0.001) -> -0.001",passed
DET-0140,tests/domain/boundaryMatrix.test.ts,"BOUND-014..017: wasteRatio is [0,1] > surface wasteRatio=zero -> 0",passed
DET-0141,tests/domain/boundaryMatrix.test.ts,"BOUND-014..017: wasteRatio is [0,1] > surface wasteRatio=one -> 1",passed
DET-0142,tests/domain/boundaryMatrix.test.ts,"BOUND-014..017: wasteRatio is [0,1] > surface wasteRatio=just below the floor (-0.001) -> -0.001",passed
