case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
BACK-003,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D09"" > ""D09 repeated identical restore -> zero duplicates on a second run"" ; tests/integration/backupRestoreStorage.test.ts > ""restoring the identical backup a second time does not duplicate records""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"planRestoreMerge run twice against the same identical incoming project produces toAdd.projects=[] both times (skip, not duplicate); the storage-level test additionally confirms writing an empty toAdd plan a second time leaves exactly one record in a real IndexedDB store. Separately, because the ""projects"" object store is keyed by id, ProApp.tsx's ACTUAL restore path (an unconditional put() of every incoming project) is also structurally incapable of creating a literal duplicate row for the same id, even though it does not call planRestoreMerge at all (see BACK-004 notes).",tests/domain/backup.test.ts ; tests/integration/backupRestoreStorage.test.ts ; src/storage/db.ts (put-by-keyPath),"True for two different reasons: the tested planRestoreMerge skip logic, AND independently the IndexedDB keyPath/put mechanism the shipped UI actually uses."
BACK-004,"Backup, restore and conflict handling",P0,implemented,passed,tests/integration/backupRestoreStorage.test.ts (Item 5 describe block); tests/domain/backup.test.ts (BACK-D05/D06),,"Import now computes a full conflict preview (planFullRestoreMerge) before any write; the UI shows every conflicting project/paint-variant/business-settings item with an explicit per-item choice, defaulting to keepLocal; cancelling commits nothing (proven through real IndexedDB).","BUG_FIX_LOG.md #13, #20","Partially fixed in an earlier session (default keep-local, no overwrite); completed this session with the full preview/choice/confirm/cancel UI."
BACK-005,"Backup, restore and conflict handling",P0,implemented,passed,"tests/integration/backupRestoreStorage.test.ts (""replaceImported"" test)",,"Choosing ""Use imported"" for a conflicting project replaces it atomically (single writeAll transaction); other projects are unaffected. Proven through real IndexedDB, not a mock.",BUG_FIX_LOG.md #20,"Implemented this session -- was previously recorded as ""missing/blocked,"" which was incorrect: this was unfinished implementation, not an external dependency."
BACK-006,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts (BACK-D10 ""remaps room and surface IDs"" test); tests/integration/backupRestoreStorage.test.ts (""keep both"" test)",,"A ""keep both"" resolution reuses the tested import-as-copies remap, which (as of this session) also remaps every room/surface/opening/line ID within the copied graph and rewrites their cross-references, not just project/revision/actual-review IDs.",BUG_FIX_LOG.md #25,"Evidence strengthened this session (v4, item 6) -- the underlying remap previously left room/surface IDs untouched, a real latent collision risk this session closed."
BACK-007,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts (BACK-D10 ""remaps room and surface IDs too, and rewrites their cross-references"" test)",,"Import-as-copies now generates fresh IDs for the full graph -- project, revisions, actual reviews (already correct), AND rooms, surfaces, opening entries, and every line-item array (additionalLabor/otherMaterialLines/otherExpenses), with room<->surface cross-references rewritten to the new IDs. Rate snapshots remain self-contained (unchanged, already correct).",BUG_FIX_LOG.md #25,"Fixed this session (v4, item 6) -- previously partial: only project/revision/actual-review IDs were remapped; room/surface IDs and their cross-references were left as literal originals, a real ID-collision risk between two copies of the same source."
BACK-008,"Backup, restore and conflict handling",P0,partial,not_run,,,"tests/domain/backup.test.ts::""BACK-D10"" > ""repeat import of the same export skips by provenance unless another copy is explicitly requested"" exactly matches this case's given/then at the pure-function level (skippedSourceIds populated on repeat, forced=true bypasses the skip). Same reachability gap as BACK-007: no ""import as copies"" UI exists to trigger this path in the shipped Pro app.",tests/domain/backup.test.ts,Domain-level match is exact; not reachable end-to-end in the product as shipped.
BACK-009,"Backup, restore and conflict handling",P0,missing,not_run,,,"No test (in this codebase or documented manual pass) locally edits an imported copy and then reimports the same source to prove the edit survives — the closest test (BACK-D10's provenance-skip) never modifies the local copy first. Additionally, the ""import as copies"" feature is unreachable in the shipped Pro UI at all (see BACK-007/008), so this scenario cannot currently be exercised end-to-end either way.",tests/domain/backup.test.ts (related but not this exact scenario) ; src/components/tools/pro/ProApp.tsx (feature unreachable),Neither a dedicated unit test nor a reachable product feature exists for this exact scenario.
BACK-010,"Backup, restore and conflict handling",P0,implemented,passed,tests/storage/importAtomicity.test.ts (writeReplaceAllBackup describe block),,"Selecting ""Replace everything"" mode and clicking Cancel before confirming leaves every store completely untouched -- the UI never calls the write function at all until Confirm is clicked, and Confirm itself is disabled until a pre-import backup has been downloaded.",BUG_FIX_LOG.md #26,"Implemented this session (v4, item 7) -- previously missing entirely (the replaceAll ImportMode was declared as a type but had zero implementation or UI)."
BACK-011,"Backup, restore and conflict handling",P0,implemented,passed,tests/storage/importAtomicity.test.ts (writeReplaceAllBackup: full atomic wipe-and-restore),,"Confirming ""Replace everything"" (after the required pre-import backup download) atomically clears and replaces businessSettings/paintVariants/otherMaterials/serviceDefinitions/projects/importProvenance with the imported file's own content in ONE IndexedDB transaction -- proven with real fake-indexeddb transactions: a local-only project not in the imported set is verifiably gone afterward, and a local-only paint variant likewise.",BUG_FIX_LOG.md #26,"Implemented this session (v4, item 7) -- previously missing entirely. The UI's required ""downloadable pre-import backup"" gate is implemented as a disabled Confirm button until the current-data backup is downloaded, matching DATA_CONTRACT.md's literal requirement."
BACK-012,"Backup, restore and conflict handling",P0,implemented,passed,"tests/integration/backupRestoreStorage.test.ts > ""a corrupt import (fails validation) causes NO writes at all"" ; tests/domain/backup.test.ts::BACK-D11","vitest 5 / Node, emulator-backed (fake-indexeddb)","The storage-level test seeds one existing record, attempts an import with a schema-breaking duplicate-id payload, confirms validateBackupEnvelope rejects it, and confirms the store afterward has exactly the pre-existing record (no partial write). Separately, ProApp.tsx's handleImport wraps JSON.parse in its own try/catch and shows ""Not imported: the file is not valid JSON."" before validateBackupEnvelope is ever called for genuinely truncated/unparseable JSON specifically (confirmed by source read, not a dedicated automated test of that exact JSON.parse branch).",tests/integration/backupRestoreStorage.test.ts ; tests/domain/backup.test.ts ; src/components/tools/pro/ProApp.tsx:378-391,"Schema-invalid-payload rejection is directly tested through real storage; the literal ""truncated/unparseable JSON text"" sub-case is only confirmed by source reading of the JSON.parse try/catch, not by an automated test."
BACK-013,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects a wrong/missing schemaVersion""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"validateBackupEnvelope rejects any schemaVersion !== SCHEMA_VERSION via a strict inequality check with a ""Unsupported schemaVersion N; this build supports M only. No silent migration."" message. The test exercises schemaVersion=1 (not literally 3), but the code path is a single value-agnostic equality check, so it generalizes identically to schemaVersion=3 or any other unsupported value — the same branch, same message format.",src/domain/backup.ts:48-51 ; tests/domain/backup.test.ts,"Test uses version 1 as its concrete example rather than 3, but the underlying check has no version-specific branching that could behave differently for a different unsupported value."
BACK-014,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects duplicate paint variant IDs"" ; tests/integration/backupRestoreStorage.test.ts > ""a corrupt import (fails validation) causes NO writes at all"" (reuses a duplicate-variant-id payload)",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"validateBackupEnvelope detects a repeated paint-variant id via a Set-based scan and rejects with a ""Duplicate paint variant ID"" message before any write is attempted; confirmed both as a pure-function test and, separately, through a real IndexedDB write-prevention test.",src/domain/backup.ts:56-64 ; tests/domain/backup.test.ts ; tests/integration/backupRestoreStorage.test.ts,Solid double coverage (unit + real-storage).
BACK-015,"Backup, restore and conflict handling",P0,implemented,passed,tests/domain/backup.test.ts (BACK-015 describe block); tests/domain/backup.test.ts (planImportAsCopies dangling-fallback test),,"An actualReview whose baselineIssuedRevisionId does not match any revision in its own project is rejected by validateBackupEnvelope before any write. Import-as-copies also drops (never carries over) an actual review whose baseline cannot be remapped, rather than retaining a dangling reference as a fallback.",BUG_FIX_LOG.md #19,Fixed this session.
BACK-016,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects a project revision missing its embedded rate snapshot (dangling reference)""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"Deliberately strips a revision's activeRateSnapshot and confirms validateBackupEnvelope rejects the envelope — an exact match to ""revision missing self-contained rates snapshot -> reject.""",src/domain/backup.ts:76-80 ; tests/domain/backup.test.ts,Directly and exactly tested.
BACK-017,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts (BACK-D05/D06 describe block, paint-variant conflict test)",,A paint variant with the same ID but different price/coverage is flagged as an explicit conflict (never matched/merged by name+price); the user chooses the resolution rather than it being decided automatically.,"BUG_FIX_LOG.md #13, #20",Completed this session alongside BACK-004 (same planFullRestoreMerge + conflict UI).
BACK-018,"Backup, restore and conflict handling",P0,implemented,passed,"tests/domain/backup.test.ts::""BACK-D11"" > ""rejects an oversized file before parsing further""",vitest 5 / Node (fake-indexeddb for IndexedDB-backed tests),"validateBackupEnvelope rejects when rawByteLength > MAX_IMPORT_BYTES (25*1024*1024, i.e. exactly 25MiB); the test supplies 30*1024*1024 bytes, comfortably over the limit, and confirms rejection. The comparison is a single, magnitude-independent "">"" check with no special-casing, so it applies identically at exactly 25MiB+1.","src/domain/backup.ts:36,42 ; tests/domain/backup.test.ts","The exact ""+1 byte"" boundary value itself was not separately tested (only a well-over-limit 30MB value was) — flagging this as the one imprecision in an otherwise solid match."
BACK-019,"Backup, restore and conflict handling",P0,missing,not_run,,,"grep for ""logo"" across all of src/ finds it declared ONLY as an optional `logo?: string` field on the customer-document businessInfo type (src/domain/entities.ts, two occurrences) — there is no logo-upload UI, no logo-size validation, and no logo rendering anywhere else in the codebase.","src/domain/entities.ts:154,173 (type-only, zero other usages found)","Corrected this session: previously mislabeled blocked. Logo embedding/size-limiting has no implementation (BusinessInfo.logo is an unused optional field) -- unfinished work, not an external blocker."
BACK-020,"Backup, restore and conflict handling",P0,implemented,passed,tests/domain/backup.test.ts (BACK-020 describe block),,"Negative/non-decimal pricePerGal and coverageFt2PerGal, unknown revision state/priceMode enum values, and negative proposedPrice are all rejected before any write, reusing the engine's own parseDecimalField grammar. A null proposedPrice (genuinely unpriced) is still correctly accepted.",BUG_FIX_LOG.md #19,Fixed this session.
BACK-021,"Backup, restore and conflict handling",P0,implemented,passed,"tests/storage/db.test.ts::""D-storage-02 (BACK-D12)"" ; ""D-storage-03""","vitest 5 / Node, emulator-backed (fake-indexeddb, real IndexedDB transaction semantics)","D-storage-02 seeds one committed record, then attempts a 3-record batch where the 2nd record is malformed; the transaction rejects with SaveFailedError and the store afterward contains ONLY the pre-existing record (no partial commit of the two valid records). D-storage-03 proves the same rollback additionally spans a second, unrelated object store in the same writeAll call. This is the shipped writeAll() function ProApp.tsx's proStore.ts actually calls for every save.","tests/storage/db.test.ts ; src/storage/db.ts (writeAll, explicit tx.abort()) ; BUG_FIX_LOG.md #1","Directly tests the real, shipped atomic-write function; also the subject of a genuine bug (#1 in BUG_FIX_LOG.md) found and fixed via this exact test."
BACK-022,"Backup, restore and conflict handling",P0,implemented,passed,"tests/storage/importAtomicity.test.ts (""a failed import commit leaves businessSettings/paintVariants untouched too"" test)",,"writeImportedBackup() commits every touched record type (settings/catalog/materials/services/projects/provenance) inside ONE IndexedDB transaction; any failure (a version conflict, or -- by the same code path -- a genuine quota/storage exception, since both are surfaced identically as a thrown error inside the same try/catch) aborts the WHOLE transaction, verified by confirming settings/catalog remain completely absent after a forced conflict failure elsewhere in the same commit.",BUG_FIX_LOG.md #26,"Fixed this session (v4, items 7/8) -- the prior import commit used a plain writeAll with no per-project version check and, more importantly for this specific case, three SEPARATE non-atomic calls (settings, then catalog, then projects), so a failure partway through could leave a genuinely partial restore. Now one transaction, all-or-nothing."
BACK-023,"Backup, restore and conflict handling",P0,implemented,not_run,,,"grep across src/ for dangerouslySetInnerHTML, __proto__, eval(, and new Function( found no matches — imported backup data is only ever assigned to typed React/domain objects and rendered through normal JSX text interpolation (which React escapes by default), with structuredClone (not an unsafe merge) used to copy objects. No obvious prototype-pollution or code-execution vector was found.",grep across src/ for dangerouslySetInnerHTML/__proto__/eval (no matches),"This case is explicitly marked ""proposed_hardening"" (not yet a required, tested guarantee) in the case catalogue; the absence-of-vector finding here is a source-reading observation, not a dedicated security test."
BACK-024,"Backup, restore and conflict handling",P0,implemented,not_run,,,"planRestoreMerge and planImportAsCopies both key exclusively on project.id (via a Map keyed by id) — project.title is never read or compared anywhere in src/domain/backup.ts, so two same-titled projects with different ids would never be conflated or deduplicated.","src/domain/backup.ts:105-125,131-153 (title never referenced)",Correct by construction/absence of any title-based logic; no dedicated test constructs two same-titled projects to demonstrate this explicitly.
